item,itemLabel,startDate,endDate,sourceDate,psid
Q3660560,Roberto Carpio,1986-01-14,1991-01-14,,Q3660560-714ffb81-47b7-ba41-6013-d8fc3431c4b3
Q887440,Gustavo Adolfo Espina Salguero,1991-01-14,1993-06-01,,Q887440-5E92CB4C-35FD-422C-B413-E6B7EFF36211
Q6299801,Juan Francisco Reyes López,2000-01-14,2004-01-14,,Q6299801-73da4736-4ee4-0c3f-9a14-f89d7bd9793c
Q15627573,Eduardo Stein,2004-01-14,2008-01-14,,Q15627573-845a792d-491b-2a82-2988-6f19d31d54c0
Q521543,Rafael Espada,2008-01-14,2012-01-14,,Q521543-68DC3FEA-C260-4FE6-B562-9A7487657812
Q590736,Roxana Baldetti,2012-01-14,2015-05-08,,Q590736-16033de0-482d-5ec7-b7c5-8d2e5a24f82a
Q20978204,Juan Alfonso Fuentes Soria,2015-09-16,2016-01-14,,Q20978204-11E0A238-6892-47C7-B684-0F494EEAA5B4
Q20742949,Jafeth Cabrera Franco,2016-01-14,2020-01-14,,Q20742949-1D2079E7-EA4B-47A5-BCE8-10D788697268
Q64696643,César Guillermo Castillo Reyes,2020-01-14,2024-01-14,,Q64696643-8785d148-43e0-8240-3ed8-2ade4263bad7
